response_id	outcome	outcome_no	outcome_sep	maximum_response_one_outcome	type	group_outcome	code_outcome
R_6gLIVQF1l9WfwFH	time loss	1	time loss	yes	serious	time loss	time loss
R_6hDIMFdjLBO9MOd	time loss	1	time loss	yes	recurring	time loss	time loss
R_6hV0lkImqJ9lbCV	Admitted error in later publication on same issue	1	Admitted error in later publication on same issue	yes	recurring	frustration	writing an erratum
R_6hV0lkImqJ9lbCV	Data set had to be thrown out	1	Data set had to be thrown out	yes	serious	potential or real project failure or setback	data loss
R_6QYEgZeTJnngKZj	time loss	1	time loss	yes	recurring	time loss	time loss
R_73C5WonwTfcN8Wt	time loss and frustration	1	time loss	no	recurring	time loss	time loss
R_73C5WonwTfcN8Wt	time loss	1	time loss	yes	serious	time loss	time loss
R_73C5WonwTfcN8Wt	time loss and frustration	2	frustration	no	recurring	frustration	frustration
R_77kUEfBZkO5ZyOl	frustration	1	frustration	yes	recurring	frustration	frustration
R_77kUEfBZkO5ZyOl	frustration	1	frustration	yes	serious	frustration	frustration
R_7PVRV8S0OqzQTnz	time loss	1	time loss	yes	recurring	time loss	time loss
R_9QE69SV6ZqszWjT	frustration	1	frustration	yes	recurring	frustration	frustration
R_9QE69SV6ZqszWjT	time loss	1	time loss	yes	serious	time loss	time loss
R_a9Gz8zHhb9u2pW1	time loss	1	time loss	yes	recurring	time loss	time loss
R_a9Gz8zHhb9u2pW1	time loss	1	time loss	yes	serious	time loss	time loss
R_AEvIrQSSmJP5wFb	time loss	1	time loss	yes	recurring	time loss	time loss
R_AEvIrQSSmJP5wFb	time loss	1	time loss	yes	serious	time loss	time loss
R_AFdMpLX9YukUDqV	time loss	1	time loss	yes	recurring	time loss	time loss
R_AFdMpLX9YukUDqV	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_AGrmutGJFICE93z	time loss	1	time loss	yes	recurring	time loss	time loss
R_AGrmutGJFICE93z	time loss	1	time loss	yes	serious	time loss	time loss
R_Ajw5jmJ8M7DobyF	Loss of sample participants	1	Loss of sample participants	yes	recurring	potential or real project failure or setback	participant loss
R_Ajw5jmJ8M7DobyF	frustration	1	frustration	yes	serious	frustration	frustration
R_AmI4PaDaAItn0MF	time loss	1	time loss	yes	recurring	time loss	time loss
R_AmI4PaDaAItn0MF	declined to revise the manuscript after a successful R&R-- a reviewer comment, fortunately, prompted further investigation and discovery of this data cleaning error	1	declined to revise the manuscript after a successful R&R-- a reviewer comment, fortunately, prompted further investigation and discovery of this data cleaning error	yes	serious	potential or real project failure or setback	revision of the manuscript declined
R_Asx9afieZL39PhL	time loss	1	time loss	yes	recurring	time loss	time loss
R_b7t6V0jFlrRqXzr	frustration	1	frustration	yes	recurring	frustration	frustration
R_bCncU5uFNDBQAdr	time loss	1	time loss	yes	recurring	time loss	time loss
R_bCncU5uFNDBQAdr	financial loss	1	financial loss	yes	serious	financial lost	financial loss
R_bCNgup74QHnWVKp	timeloss and frustration	1	timeloss	no	recurring	time loss	time loss
R_bCNgup74QHnWVKp	time loss and frustration	1	time loss	no	serious	time loss	time loss
R_bCNgup74QHnWVKp	timeloss and frustration	2	frustration	no	recurring	frustration	frustration
R_bCNgup74QHnWVKp	time loss and frustration	2	frustration	no	serious	frustration	frustration
R_beZArZ7io7gtZKh	time loss	1	time loss	yes	recurring	time loss	time loss
R_BG2zCrSq72cu5oJ	time loss	1	time loss	yes	recurring	time loss	time loss
R_BG2zCrSq72cu5oJ	time loss	1	time loss	yes	serious	time loss	time loss
R_Bybv9JqSnv0Hern	time loss	1	time loss	yes	recurring	time loss	time loss
R_Bybv9JqSnv0Hern	time loss	1	time loss	yes	serious	time loss	time loss
R_ByOF9nbo28ZJhG9	time loss	1	time loss	yes	recurring	time loss	time loss
R_ByOF9nbo28ZJhG9	time loss	1	time loss	yes	serious	time loss	time loss
R_cBI2DIvDQbW5cDD	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_cBI2DIvDQbW5cDD	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_cCsCmJ2M9PGyP8R	erroneous conclusion that was corrected	1	erroneous conclusion that was corrected	yes	recurring	erroneous conclusion	erroneous conclusion
R_Cfzi2YLDaPWFnRT	Financial loss, time loss, frustration	1	Financial loss	no	recurring	financial lost	financial loss
R_Cfzi2YLDaPWFnRT	Financial loss, time loss, frustration	2	time loss	no	recurring	time loss	time loss
R_Cfzi2YLDaPWFnRT	Financial loss, time loss, frustration	3	frustration	no	recurring	frustration	frustration
R_cI8mWxOvlaSvaSZ	time loss	1	time loss	yes	recurring	time loss	time loss
R_cI8mWxOvlaSvaSZ	time loss	1	time loss	yes	serious	time loss	time loss
R_cIpsWQTCtqyVUd3	time loss	1	time loss	yes	recurring	time loss	time loss
R_cIpsWQTCtqyVUd3	frustration	1	frustration	yes	serious	frustration	frustration
R_cOwnko1L9iV7hWV	time loss	1	time loss	yes	recurring	time loss	time loss
R_cOwnko1L9iV7hWV	time loss	1	time loss	yes	serious	time loss	time loss
R_cuv0b8aL16OZV5f	time loss	1	time loss	yes	recurring	time loss	time loss
R_cuv0b8aL16OZV5f	data loss	1	data loss	yes	serious	potential or real project failure or setback	data loss
R_cYFPvH5xI8jDLOh	less meaningful results	1	less meaningful results	yes	recurring	loss of scientific value	less meaningful results
R_CZELpbmkR2H9uz7	frustration	1	frustration	yes	recurring	frustration	frustration
R_CZELpbmkR2H9uz7	time loss	1	time loss	yes	serious	time loss	time loss
R_d5bHbCJFKEtSdcB	time loss	1	time loss	yes	recurring	time loss	time loss
R_d5bHbCJFKEtSdcB	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_d9XxjKNfZKBlcv7	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_d9XxjKNfZKBlcv7	financial loss	1	financial loss	yes	serious	financial lost	financial loss
R_DBlXUQLPEwonUSB	time loss	1	time loss	yes	recurring	time loss	time loss
R_DBlXUQLPEwonUSB	time loss	1	time loss	yes	serious	time loss	time loss
R_DCZvMltMaiLK0zD	time loss	1	time loss	yes	recurring	time loss	time loss
R_DCZvMltMaiLK0zD	We did the analyses with less data - it impairs our power	1	We did the analyses with less data - it impairs our power	yes	serious	potential or real project failure or setback	data loss
R_DSGTNrt5b3NfEyd	time loss	1	time loss	yes	recurring	time loss	time loss
R_DSGTNrt5b3NfEyd	time loss	1	time loss	yes	serious	time loss	time loss
R_DuXE6py2mbqw7qV	time loss	1	time loss	yes	recurring	time loss	time loss
R_DuXE6py2mbqw7qV	frustration	1	frustration	yes	serious	frustration	frustration
R_e2QJYA7HDLHM0QV	time loss	1	time loss	yes	recurring	time loss	time loss
R_e2QJYA7HDLHM0QV	time loss	1	time loss	yes	serious	time loss	time loss
R_e5USP07muEESOKB	frustration	1	frustration	yes	serious	frustration	frustration
R_exlSjtrcVMPpPkl	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_eYdELbJBuvjhdyF	time loss	1	time loss	yes	recurring	time loss	time loss
R_eYdELbJBuvjhdyF	time loss	1	time loss	yes	serious	time loss	time loss
R_Oa2svKJHachQHnP	frustration	1	frustration	yes	recurring	frustration	frustration
R_Oa2svKJHachQHnP	time loss	1	time loss	yes	serious	time loss	time loss
R_OBy6N3n9kcEUbmx	time loss	1	time loss	yes	recurring	time loss	time loss
R_OcBfzKXUA2Vg1mV	time loss	1	time loss	yes	recurring	time loss	time loss
R_OHDG36aZkVyuXAJ	time loss	1	time loss	yes	recurring	time loss	time loss
R_OlZPqe0dnO5809z	time loss	1	time loss	yes	recurring	time loss	time loss
R_OlZPqe0dnO5809z	time and Financial loss	1	time	no	serious	time loss	time loss
R_OlZPqe0dnO5809z	time and Financial loss	2	Financial loss	no	serious	financial lost	financial loss
R_OvXfiWtDSp3WRdD	time loss	1	time loss	yes	recurring	time loss	time loss
R_OvXfiWtDSp3WRdD	cannot really use the affceted data	1	cannot really use the affceted data	yes	serious	potential or real project failure or setback	unusable data
R_p0BJ8JCn92K9IaJ	time loss	1	time loss	yes	recurring	time loss	time loss
R_p3M2Ir2HhdW3gTD	time loss	1	time loss	yes	recurring	time loss	time loss
R_pDGuvxLRGbALOtH	frustration	1	frustration	yes	recurring	frustration	frustration
R_pDGuvxLRGbALOtH	frustration	1	frustration	yes	serious	frustration	frustration
R_pN6MH6N2QB5EWkN	frustration	1	frustration	yes	recurring	frustration	frustration
R_pN6MH6N2QB5EWkN	Some data points could not be used	1	Some data points could not be used	yes	serious	potential or real project failure or setback	unusable data
R_POu1cEcaePOzhkt	time loss	1	time loss	yes	recurring	time loss	time loss
R_pscJ1L4obDNvx3H	time loss	1	time loss	yes	recurring	time loss	time loss
R_pscJ1L4obDNvx3H	time loss	1	time loss	yes	serious	time loss	time loss
R_PULxBT05Q47IOmR	frustration	1	frustration	yes	recurring	frustration	frustration
R_Q6a2dBgrDtQZrcl	frustration	1	frustration	yes	recurring	frustration	frustration
R_Q6a2dBgrDtQZrcl	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_QaFTHFdsxfpvsFb	time loss	1	time loss	yes	recurring	time loss	time loss
R_QaFTHFdsxfpvsFb	frustration	1	frustration	yes	serious	frustration	frustration
R_qITgjpy8nUlimv7	time loss	1	time loss	yes	recurring	time loss	time loss
R_qITgjpy8nUlimv7	time loss	1	time loss	yes	serious	time loss	time loss
R_qJFDhrxLT2tTZ5v	time loss	1	time loss	yes	recurring	time loss	time loss
R_qJFDhrxLT2tTZ5v	frustration	1	frustration	yes	serious	frustration	frustration
R_qJHLDJdVTdBowI9	time loss	1	time loss	yes	recurring	time loss	time loss
R_qJHLDJdVTdBowI9	time loss	1	time loss	yes	serious	time loss	time loss
R_qyVu3WJ4rXTojBf	time loss	1	time loss	yes	recurring	time loss	time loss
R_qyVu3WJ4rXTojBf	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_qyZXW5SQf5lG4Ol	time loss	1	time loss	yes	recurring	time loss	time loss
R_qyZXW5SQf5lG4Ol	time loss	1	time loss	yes	serious	time loss	time loss
R_R4b2NHauEWrdgcN	time loss	1	time loss	yes	recurring	time loss	time loss
R_RDng1vjQz0Eut2x	time loss	1	time loss	yes	recurring	time loss	time loss
R_RDng1vjQz0Eut2x	time loss	1	time loss	yes	serious	time loss	time loss
R_RgJqa1XTk8Aexax	difficulty in publishing the results	1	difficulty in publishing the results	yes	recurring	potential or real project failure or setback	difficulty in publishing results
R_RgJqa1XTk8Aexax	time loss	1	time loss	yes	serious	time loss	time loss
R_RLJj4PkFNDEdYit	time loss	1	time loss	yes	recurring	time loss	time loss
R_RLJj4PkFNDEdYit	time loss	1	time loss	yes	serious	time loss	time loss
R_roMs84O8u4uODHb	time loss	1	time loss	yes	recurring	time loss	time loss
R_roMs84O8u4uODHb	frustration	1	frustration	yes	serious	frustration	frustration
R_RwbZAYqdAdCWJpL	time loss for redoing analyses and frustration (both)	1	time loss for redoing analyses	no	recurring	time loss	time loss
R_RwbZAYqdAdCWJpL	time loss for redoing analyses and frustration (both)	2	frustration	no	recurring	frustration	frustration
R_RxBYZwBUfiAACBP	time loss	1	time loss	yes	recurring	time loss	time loss
R_RxBYZwBUfiAACBP	time loss	1	time loss	yes	serious	time loss	time loss
R_sbMzGYvocQNch7X	imprecise results	1	imprecise results	yes	recurring	loss of scientific value	imprecise results
R_SCp4SDJW7H7SgNz	time loss	1	time loss	yes	recurring	time loss	time loss
R_SH3w71pRCZDwotH	frustration	1	frustration	yes	recurring	frustration	frustration
R_SHwFOwZ6VkkfpPr	time loss	1	time loss	yes	recurring	time loss	time loss
R_SHwFOwZ6VkkfpPr	frustration	1	frustration	yes	serious	frustration	frustration
R_SJNhx4IBeQ1eZu9	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_sKV54jfDQ68Jx05	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_sKV54jfDQ68Jx05	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_T1kUZzmLbVaqMQp	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_T1kUZzmLbVaqMQp	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_T1L5jxO15Adwh0d	Plus time loss. You should allow us to select multiple outcomes here.	1	Plus time loss. You should allow us to select multiple outcomes here.	yes	recurring	time loss	time loss
R_T1L5jxO15Adwh0d	frustration	1	frustration	yes	serious	frustration	frustration
R_T4VDquP5brp47AZ	time loss	1	time loss	yes	recurring	time loss	time loss
R_T4VDquP5brp47AZ	time loss	1	time loss	yes	serious	time loss	time loss
R_T5iKcDfWBpqUOaJ	time loss	1	time loss	yes	recurring	time loss	time loss
R_T5iKcDfWBpqUOaJ	frustration	1	frustration	yes	serious	frustration	frustration
R_T6OrGQxMHJekFCF	frustration	1	frustration	yes	recurring	frustration	frustration
R_T6OrGQxMHJekFCF	financial loss	1	financial loss	yes	serious	financial lost	financial loss
R_Tn1zCiJl48M49bP	time loss	1	time loss	yes	recurring	time loss	time loss
R_Tn1zCiJl48M49bP	time loss	1	time loss	yes	serious	time loss	time loss
R_u3udJvSlp9H0lYR	time loss	1	time loss	yes	recurring	time loss	time loss
R_u3udJvSlp9H0lYR	frustration	1	frustration	yes	serious	frustration	frustration
R_u7y4awKmx0P9uMx	time loss	1	time loss	yes	recurring	time loss	time loss
R_u7y4awKmx0P9uMx	time loss	1	time loss	yes	serious	time loss	time loss
R_Ub6KK5sJLnRBQBj	time loss	1	time loss	yes	recurring	time loss	time loss
R_Ub6KK5sJLnRBQBj	time loss	1	time loss	yes	serious	time loss	time loss
R_Ugcj0Hs9IX1A3WV	time loss	1	time loss	yes	recurring	time loss	time loss
R_Ugcj0Hs9IX1A3WV	time loss	1	time loss	yes	serious	time loss	time loss
R_UmqU7Ly1qrMBjHP	frustration	1	frustration	yes	recurring	frustration	frustration
R_UmqU7Ly1qrMBjHP	frustration	1	frustration	yes	serious	frustration	frustration
R_usJmD25Zml44ef7	time loss	1	time loss	yes	recurring	time loss	time loss
R_UW9udpehJoHvjeV	time loss	1	time loss	yes	recurring	time loss	time loss
R_UW9udpehJoHvjeV	frustration	1	frustration	yes	serious	frustration	frustration
R_uwilEnZKlzMWNLH	time loss	1	time loss	yes	recurring	time loss	time loss
R_uwilEnZKlzMWNLH	time loss	1	time loss	yes	serious	time loss	time loss
R_uyQjDVLfMF1DjEJ	time loss	1	time loss	yes	recurring	time loss	time loss
R_uyQjDVLfMF1DjEJ	frustration	1	frustration	yes	serious	frustration	frustration
R_uyxOp5bl3Heyi5P	frustration	1	frustration	yes	recurring	frustration	frustration
R_uyxOp5bl3Heyi5P	frustration	1	frustration	yes	serious	frustration	frustration
R_vCDw2trrlQggWnD	time loss	1	time loss	yes	recurring	time loss	time loss
R_vCDw2trrlQggWnD	time loss	1	time loss	yes	serious	time loss	time loss
R_vGhe9SFx67Tm8md	The data collection and analyses were always double-checked, so I did not have to recollect data, however I rerun the data	1	The data collection and analyses were always double-checked, so I did not have to recollect data, however I rerun the data	yes	recurring	potential or real project failure or setback	had to rerun the analysis
R_vGhe9SFx67Tm8md	frustration	1	frustration	yes	serious	frustration	frustration
R_vktbxXQAdWGQUmJ	time loss	1	time loss	yes	recurring	time loss	time loss
R_vktbxXQAdWGQUmJ	time loss	1	time loss	yes	serious	time loss	time loss
R_vOfSDKH9m5bsxQl	frustration	1	frustration	yes	recurring	frustration	frustration
R_vOfSDKH9m5bsxQl	frustration	1	frustration	yes	serious	frustration	frustration
R_vTAtDgS8N64qWDn	time loss	1	time loss	yes	recurring	time loss	time loss
R_vTAtDgS8N64qWDn	time loss	1	time loss	yes	serious	time loss	time loss
R_W2NaMKUGZou4QDv	time loss	1	time loss	yes	recurring	time loss	time loss
R_W2NaMKUGZou4QDv	time loss	1	time loss	yes	serious	time loss	time loss
R_WDKxkIWKqWPUbqV	time loss	1	time loss	yes	recurring	time loss	time loss
R_WDKxkIWKqWPUbqV	time loss	1	time loss	yes	serious	time loss	time loss
R_wQKtnSahMtTdwZP	time loss	1	time loss	yes	recurring	time loss	time loss
R_wQKtnSahMtTdwZP	time loss	1	time loss	yes	serious	time loss	time loss
R_wRyMeFjM4H8I52h	time loss	1	time loss	yes	recurring	time loss	time loss
R_wRyMeFjM4H8I52h	time loss	1	time loss	yes	serious	time loss	time loss
R_x8Z2fY3NuG06l69	time loss	1	time loss	yes	recurring	time loss	time loss
R_x8Z2fY3NuG06l69	time loss	1	time loss	yes	serious	time loss	time loss
R_xa49SUkv3DKQme5	time loss	1	time loss	yes	recurring	time loss	time loss
R_xa49SUkv3DKQme5	time loss	1	time loss	yes	serious	time loss	time loss
R_xaBv50AriU5pPt7	time loss	1	time loss	yes	recurring	time loss	time loss
R_xaBv50AriU5pPt7	time loss	1	time loss	yes	serious	time loss	time loss
R_xf1mZKJUgYbss6J	frustration	1	frustration	yes	recurring	frustration	frustration
R_xf1mZKJUgYbss6J	frustration	1	frustration	yes	serious	frustration	frustration
R_XiYRBKDZ1f0f0wV	time loss	1	time loss	yes	recurring	time loss	time loss
R_XiYRBKDZ1f0f0wV	time loss	1	time loss	yes	serious	time loss	time loss
R_XLNMXHwqdiwAG7D	time loss	1	time loss	yes	recurring	time loss	time loss
R_XLNMXHwqdiwAG7D	time loss	1	time loss	yes	serious	time loss	time loss
R_Xp37cWl6slWgFWN	time loss	1	time loss	yes	recurring	time loss	time loss
R_Xp37cWl6slWgFWN	time loss	1	time loss	yes	serious	time loss	time loss
R_XQWU5837JcirPJD	time loss	1	time loss	yes	recurring	time loss	time loss
R_XQWU5837JcirPJD	time loss	1	time loss	yes	serious	time loss	time loss
R_XR4vuDYVTZUdDxf	time loss	1	time loss	yes	recurring	time loss	time loss
R_XR4vuDYVTZUdDxf	time loss	1	time loss	yes	serious	time loss	time loss
R_XYUxOqaUOdv9F97	Lower quality data = less certainty about conclusion (analysis can still go ahead but the error must be acknowledged and so gre findings are less reliable). Also? We need to admit to errors in the paper and it is embarrassing	1	Lower quality data = less certainty about conclusion (analysis can still go ahead but the error must be acknowledged and so gre findings are less reliable). Also?	no	recurring	loss of scientific value	less reliable results
R_XYUxOqaUOdv9F97	I don’t know how many people used the scale before we realised and corrected. It would be less reliable (4/42 items were incorrectly scored), potentially reading to Tyoe II erroe	1	I don’t know how many people used the scale before we realised and corrected. It would be less reliable (4/42 items were incorrectly scored)	no	serious	loss of scientific value	less reliable data
R_XYUxOqaUOdv9F97	Lower quality data = less certainty about conclusion (analysis can still go ahead but the error must be acknowledged and so gre findings are less reliable). Also? We need to admit to errors in the paper and it is embarrassing	2	We need to admit to errors in the paper and it is embarrassing	no	recurring	frustration	embarrassment
R_XYUxOqaUOdv9F97	I don’t know how many people used the scale before we realised and corrected. It would be less reliable (4/42 items were incorrectly scored), potentially reading to Tyoe II erroe	2	potentially reading to Tyoe II erroe	no	serious	loss of scientific value	possibility of Type II error
R_Y6sggRDaiYKcxP3	frustration	1	frustration	yes	recurring	frustration	frustration
R_Y6sggRDaiYKcxP3	frustration	1	frustration	yes	serious	frustration	frustration
R_yD8d1A59bQGBOut	frustration	1	frustration	yes	recurring	frustration	frustration
R_yD8d1A59bQGBOut	frustration	1	frustration	yes	serious	frustration	frustration
R_yDdfJsIfeCY3yRr	Frustration and minor time loss, have to fix the mistake	1	Frustration	no	recurring	frustration	frustration
R_yDdfJsIfeCY3yRr	Time loss and lots of frustration, maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	1	Time loss	no	serious	time loss	time loss
R_yDdfJsIfeCY3yRr	Frustration and minor time loss, have to fix the mistake	2	minor time loss, have to fix the mistake	no	recurring	time loss	time loss
R_yDdfJsIfeCY3yRr	Time loss and lots of frustration, maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	2	lots of frustration	no	serious	frustration	frustration
R_yDdfJsIfeCY3yRr	Time loss and lots of frustration, maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	3	maybe erroneous conclusion except that it was BEFORE submitting so not sure if that counts	no	serious	erroneous conclusion	erroneous conclusion
R_YPHfNIaeRchw0PT	time loss	1	time loss	yes	recurring	time loss	time loss
R_YRpTUYsPnCHJ2U1	frustration	1	frustration	yes	recurring	frustration	frustration
R_YRpTUYsPnCHJ2U1	time loss	1	time loss	yes	serious	time loss	time loss
R_ysSpq9fCGv43WI9	time loss	1	time loss	yes	recurring	time loss	time loss
R_ysSpq9fCGv43WI9	time loss	1	time loss	yes	serious	time loss	time loss
R_ZdxANIAeQf93MkN	frustration	1	frustration	yes	recurring	frustration	frustration
R_ZdxANIAeQf93MkN	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_ZJlgxWYq9ryKVJ7	time loss	1	time loss	yes	recurring	time loss	time loss
R_ZJlgxWYq9ryKVJ7	time loss	1	time loss	yes	serious	time loss	time loss
R_ZKoWiUDZBNjI1kl	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_ZKoWiUDZBNjI1kl	The article would have to be abandoned, and sanctions taken. This did not occur, due to decisions made above my pay grade, but I still consider it a failure.	1	The article would have to be abandoned.	yes	serious	potential or real project failure or setback	abandoned article
R_zTomGWKEQc3Ne8h	time loss	1	time loss	yes	recurring	time loss	time loss
R_ZyPIaTnZlEqj2PT	time loss	1	time loss	yes	recurring	time loss	time loss
